Ensembl	Pvalue	FDR	Male	Female	Tissue	logFC	Type	Gene
ENST00000449713.1	9.14088336702282e-06	0.00439267855078666	0.0765605095541401	0.140990099009901	Adrenal_Gland	-0.880921516395046	lincRNA	AP001065.15
ENST00000561217.1	9.73654239731058e-06	0.00439267855078666	48.9783439490446	25.5454455445545	Adrenal_Gland	0.93907789609863	protein_coding	TNFAIP2
ENST00000599899.5	4.21858117322586e-07	0.000274910873121885	31.0586624203822	19.3077227722772	Adrenal_Gland	0.685817682348499	protein_coding	C3
ENST00000380249.5	2.32246956363212e-05	0.00567553499612599	0.0858064516129032	0.138692810457516	Artery_Aorta	-0.692734973107799	protein_coding	FOCAD
ENST00000465698.5	1.9160051502598e-08	9.36447517189477e-06	0.315555555555556	0.161830065359477	Artery_Aorta	0.963414361540757	protein_coding	PLA2G5
ENST00000479980.1	2.48618836551446e-08	1.12165344336479e-05	0.264623655913979	0.149019607843137	Artery_Aorta	0.828439864990676	protein_coding	PDE1C
ENST00000486277.5	2.067512141512e-07	7.89189321000665e-05	0.170537634408602	0.10516339869281	Artery_Aorta	0.697457476565153	protein_coding	PLA2G5
ENST00000520259.1	6.51819829006518e-17	4.77865412140403e-14	0.117849462365591	0.0396078431372549	Artery_Aorta	1.5730871310722	lincRNA	RP11-333A23.4
ENST00000608373.1	2.99632643562296e-12	1.75734545449287e-09	0.123620071684588	0.0720261437908497	Artery_Aorta	0.77932043575316	lincRNA	AC006946.16
ENST00000449713.1	8.36929100393013e-07	0.000490858917380502	0.11	0.19563829787234	Artery_Coronary	-0.830685294097003	lincRNA	AP001065.15
ENST00000486277.5	1.67779721627342e-05	0.00756944667187972	1.9936301369863	1.24553191489362	Artery_Coronary	0.678635793382558	protein_coding	PLA2G5
ENST00000520259.1	1.18304321595394e-07	7.70949829063319e-05	0.156095890410959	0.0709574468085106	Artery_Coronary	1.13740655087833	lincRNA	RP11-333A23.4
ENST00000550678.1	9.80033153978006e-07	0.000522535858916455	1.09178082191781	0.446914893617021	Artery_Coronary	1.28861123118894	lincRNA	RP11-767I20.1
ENST00000359040.9	3.29074488743492e-06	0.000804175781866909	0.114030837004405	0.0555023923444976	Artery_Tibial	1.03880215763596	protein_coding	IL31RA
ENST00000422780.3	7.87088672524892e-12	4.61627506435849e-09	0.732136563876651	0.422392344497608	Artery_Tibial	0.793529089137298	lincRNA	RP11-20D14.6
ENST00000433310.6	1.42755304794906e-08	5.98042759015801e-06	0.209757709251101	0.327081339712919	Artery_Tibial	-0.640925619518628	lincRNA	AF131217.1
ENST00000449713.1	5.86268527126422e-11	2.86538742633039e-08	0.109493392070485	0.183157894736842	Artery_Tibial	-0.742244081753449	lincRNA	AP001065.15
ENST00000513407.1	6.32112911494495e-07	0.000195123275048169	0.291872246696035	0.186985645933014	Artery_Tibial	0.64240951058289	protein_coding	POU5F1
ENST00000514568.2	1.61253590168115e-11	8.59774823941813e-09	1.42052863436123	0.856124401913876	Artery_Tibial	0.730535560580615	lincRNA	RP11-20D14.6
ENST00000520259.1	2.12308314601315e-17	1.38354251681857e-14	0.103392070484582	0.0446411483253588	Artery_Tibial	1.21167950046138	lincRNA	RP11-333A23.4
ENST00000520259.1	2.38500644997556e-08	1.55422920323407e-05	0.1075956284153	0.0412698412698413	Brain_Caudate_basal_ganglia	1.38245966808897	lincRNA	RP11-333A23.4
ENST00000367572.3	1.7311575715374e-05	0.00923021741551534	0.622929936305733	0.93551724137931	Brain_Cerebellar_Hemisphere	-0.586694336206324	protein_coding	PLAGL1
ENST00000520259.1	1.05759913400381e-06	0.000689202102325817	0.127197452229299	0.0827586206896552	Brain_Cerebellar_Hemisphere	0.620088268071399	lincRNA	RP11-333A23.4
ENST00000415504.5	9.39873234053723e-06	0.00551235651772509	0.276538461538461	0.130612244897959	Brain_Putamen_basal_ganglia	1.08218999152605	lincRNA	EWSAT1
ENST00000520259.1	3.61569413529019e-07	0.000235622734483077	0.115705128205128	0.0712244897959184	Brain_Putamen_basal_ganglia	0.70000752081784	lincRNA	RP11-333A23.4
ENST00000520259.1	9.39389310333013e-06	0.00550951830510312	0.151960784313725	0.086140350877193	Brain_Spinal_cord_cervical_c_1	0.818937958040152	lincRNA	RP11-333A23.4
ENST00000249066.10	7.30438004045155e-05	0.000441651432342767	0.0743298969072165	0.178511904761905	Breast_Mammary_Tissue	-1.26400577703628	protein_coding	APOL2
ENST00000255945.3	2.40878020643374e-17	1.07026484172227e-15	19.783058419244	13.0914285714286	Breast_Mammary_Tissue	0.595642944374901	protein_coding	GIMAP4
ENST00000256737.7	1.70875265047109e-07	1.86974520429346e-06	0.388625429553265	0.219642857142857	Breast_Mammary_Tissue	0.82322072291712	protein_coding	ANO3
ENST00000259089.8	3.21488476608238e-16	1.21647091310149e-14	0.03446735395189	0.117678571428571	Breast_Mammary_Tissue	-1.77154918524655	protein_coding	BLK
ENST00000260010.6	1.86124807904933e-15	6.27368964576111e-14	3.92931271477663	6.26130952380952	Breast_Mammary_Tissue	-0.672187432276982	protein_coding	TLR2
ENST00000262607.3	5.6565521136699e-07	5.6325429790618e-06	0.26254295532646	0.402142857142857	Breast_Mammary_Tissue	-0.615154610007798	protein_coding	CECR1
ENST00000281268.12	8.09015646711599e-20	4.51893025520336e-18	0.178316151202749	0.943511904761905	Breast_Mammary_Tissue	-2.40360333840282	protein_coding	MUC15
ENST00000297494.7	2.48413396778207e-16	9.84422008178505e-15	8.61766323024055	5.32523809523809	Breast_Mammary_Tissue	0.694450689737066	protein_coding	NOS3
ENST00000301019.8	1.049379548434e-14	3.27845641936042e-13	0.281237113402062	0.445416666666667	Breast_Mammary_Tissue	-0.66336855016229	protein_coding	CDT1
ENST00000303212.2	1.28726340441567e-27	1.50995997337958e-25	0.269175257731959	0.787202380952381	Breast_Mammary_Tissue	-1.54818877898428	protein_coding	NRTN
ENST00000304621.10	1.63433719544329e-05	0.000116045855342311	0.107353951890034	0.225357142857143	Breast_Mammary_Tissue	-1.06983787769125	protein_coding	TTC39C
ENST00000305988.5	7.72457509617054e-08	8.86587728748341e-07	13.4564948453608	8.43404761904762	Breast_Mammary_Tissue	0.67400559266348	protein_coding	ADRB2
ENST00000307378.10	2.91999025009599e-37	1.00739663628312e-34	0.018659793814433	0.204345238095238	Breast_Mammary_Tissue	-3.45300367428242	protein_coding	SLCO1A2
ENST00000307522.3	2.07363629019862e-22	1.43080904023705e-20	3.81701030927835	8.47910714285715	Breast_Mammary_Tissue	-1.15146927267851	protein_coding	CCDC8
ENST00000309502.7	2.10889417294887e-07	2.29049339339724e-06	0.895601374570447	1.61875	Breast_Mammary_Tissue	-0.853951545243648	protein_coding	ADORA1
ENST00000313031.2	3.22307907680908e-25	2.95364981023207e-23	0.231718213058419	0.47297619047619	Breast_Mammary_Tissue	-1.02939611588954	lincRNA	AC012074.2
ENST00000317596.3	1.537730901885e-14	4.69728736435183e-13	0.0752233676975945	0.151011904761905	Breast_Mammary_Tissue	-1.00540948501252	lincRNA	RP11-290F5.2
ENST00000323329.3	4.80635406839959e-11	9.2727850694617e-10	0.330034364261169	0.127261904761905	Breast_Mammary_Tissue	1.3748156303804	protein_coding	SLC14A2
ENST00000324038.6	1.81206520078088e-09	2.85692537703759e-08	0.347457044673539	0.953214285714286	Breast_Mammary_Tissue	-1.45596594145294	protein_coding	RFLNA
ENST00000327087.12	2.8580665558218e-07	3.0202811441252e-06	1.05780068728522	0.600119047619048	Breast_Mammary_Tissue	0.817747191399083	protein_coding	ANO2
ENST00000334289.7	9.55344353235787e-28	1.16731138160998e-25	0.899278350515464	0.23797619047619	Breast_Mammary_Tissue	1.91795049818828	protein_coding	ANGPTL5
ENST00000335757.9	8.1534904842391e-12	1.75165647216346e-10	0.446907216494845	1.01892857142857	Breast_Mammary_Tissue	-1.18900567360205	protein_coding	SLC44A2
ENST00000338909.9	5.69253846515471e-09	8.14310685320303e-08	0.202096219931272	0.322083333333334	Breast_Mammary_Tissue	-0.672391670950044	protein_coding	MYOM3
ENST00000342873.7	1.09409361373368e-21	7.20995398263825e-20	1.94570446735395	5.69125	Breast_Mammary_Tissue	-1.54845295813437	protein_coding	WFDC2
ENST00000344777.11	5.68777722245535e-10	9.37045320497209e-09	0.359931271477663	0.0277380952380952	Breast_Mammary_Tissue	3.69778082466555	protein_coding	DHRS2
ENST00000357232.8	1.66568049752881e-40	8.14101343167204e-38	0.0382130584192439	0.187559523809524	Breast_Mammary_Tissue	-2.29521088642356	protein_coding	DCHS2
ENST00000357338.3	2.81914114172438e-19	1.4895732248841e-17	0.342474226804124	0.555595238095238	Breast_Mammary_Tissue	-0.698038813410135	protein_coding	DLK2
ENST00000358906.3	6.54904295803655e-10	1.07290885332079e-08	0.252233676975945	0.50672619047619	Breast_Mammary_Tissue	-1.00644548749398	protein_coding	FAM222A
ENST00000360962.8	1.71045889220224e-13	4.60176211136063e-12	1.05305841924399	1.68922619047619	Breast_Mammary_Tissue	-0.681777047352692	protein_coding	C11orf80
ENST00000361926.7	4.8959082697187e-12	1.10017249049426e-10	12.6296219931272	7.94732142857143	Breast_Mammary_Tissue	0.668270859278779	protein_coding	ARHGEF15
ENST00000367236.8	4.43291580957119e-21	2.65296441052398e-19	0.0190721649484536	0.14875	Breast_Mammary_Tissue	-2.96334914497876	protein_coding	ADORA1
ENST00000367521.5	4.68757705993107e-05	0.000296256890694997	0.0645704467353951	0.109940476190476	Breast_Mammary_Tissue	-0.767776719691907	protein_coding	COLGALT2
ENST00000367662.4	1.11150927745267e-40	5.92636537478175e-38	2.35189003436426	0.406666666666667	Breast_Mammary_Tissue	2.53190195962676	protein_coding	PAPPA2
ENST00000369310.7	2.86792607500903e-31	4.54605038646702e-29	0.457422680412371	1.95851190476191	Breast_Mammary_Tissue	-2.09815809183992	protein_coding	PLEKHS1
ENST00000369936.2	3.33075178775535e-11	6.57739368188052e-10	4.46996563573883	6.81464285714286	Breast_Mammary_Tissue	-0.608374309745646	protein_coding	KIAA1324
ENST00000371219.2	4.18871577476151e-06	3.38852662330707e-05	0.341099656357388	0.524285714285714	Breast_Mammary_Tissue	-0.620159934396774	protein_coding	RBM38
ENST00000371225.3	1.20723334976773e-18	5.94993579528383e-17	34.4248109965636	80.5910714285714	Breast_Mammary_Tissue	-1.22717127993666	protein_coding	TACSTD2
ENST00000375579.7	4.57665702681627e-13	1.15202117863852e-11	0.173814432989691	0.0772619047619047	Breast_Mammary_Tissue	1.16971873353458	protein_coding	CENPP
ENST00000376567.6	1.10183522631857e-13	3.01974934689644e-12	0.324570446735395	0.609047619047619	Breast_Mammary_Tissue	-0.908023387735428	protein_coding	DDR1
ENST00000378785.6	6.52786581584838e-16	2.40792031509124e-14	0.775670103092783	1.30970238095238	Breast_Mammary_Tissue	-0.755723906914228	protein_coding	ATAD3C
ENST00000382333.1	2.13836571370737e-21	1.34854999041868e-19	0.267147766323024	0.949464285714286	Breast_Mammary_Tissue	-1.82947577959432	protein_coding	FGFBP1
ENST00000391394.3	1.62374397483026e-11	3.34149417978228e-10	0.264089347079038	0.535416666666667	Breast_Mammary_Tissue	-1.01963594169023	protein_coding	OVOS2
ENST00000393976.6	1.21089485795529e-42	8.87737292738475e-40	24.3085223367698	210.299761904762	Breast_Mammary_Tissue	-3.11291311390354	protein_coding	KRT15
ENST00000395347.1	0.000155499312070481	0.000862822578328638	0.62680412371134	0.363511904761905	Breast_Mammary_Tissue	0.786012059079328	protein_coding	SLC16A9
ENST00000396166.7	1.79701139636712e-11	3.67228983961434e-10	0.24340206185567	0.11577380952381	Breast_Mammary_Tissue	1.07203246694672	protein_coding	PTPN5
ENST00000396399.6	4.51550022821382e-10	7.50238210721644e-09	5.60013745704467	2.71904761904762	Breast_Mammary_Tissue	1.04236082128832	protein_coding	GLDN
ENST00000396402.5	0.000112070982925359	0.000648221217807918	0.430343642611684	0.262142857142857	Breast_Mammary_Tissue	0.715135920415619	protein_coding	CYP19A1
ENST00000396404.8	0.000863844292678771	0.0038942711580023	0.433951890034365	0.280892857142857	Breast_Mammary_Tissue	0.62751516904662	protein_coding	CYP19A1
ENST00000397536.6	6.83072248541824e-29	1.00155468442445e-26	2.29628865979382	4.91571428571428	Breast_Mammary_Tissue	-1.09809705447785	protein_coding	C15orf52
ENST00000400270.6	7.21160454749736e-34	1.69184242684288e-31	0.235429553264605	1.35511904761905	Breast_Mammary_Tissue	-2.5250522612479	protein_coding	ATP13A4
ENST00000400310.5	0.000164321038663305	0.000907479182448477	0.151821305841924	0.0802380952380952	Breast_Mammary_Tissue	0.920015002043893	protein_coding	PCBP3
ENST00000400946.2	2.01455056159595e-09	3.14237740525538e-08	0.400687285223368	0.735714285714286	Breast_Mammary_Tissue	-0.876668874833401	lincRNA	LINC01139
ENST00000405854.5	9.63819895323552e-09	1.31460550838898e-07	1.37862542955326	0.841547619047619	Breast_Mammary_Tissue	0.712113718022722	lincRNA	C22orf34
ENST00000409533.5	1.37680130876335e-21	8.77710834336638e-20	0.444639175257732	1.69107142857143	Breast_Mammary_Tissue	-1.92723062975077	protein_coding	C2orf82
ENST00000413188.5	3.2068841412755e-18	1.52063545031898e-16	0.151134020618557	0.308095238095238	Breast_Mammary_Tissue	-1.02754793326706	protein_coding	MROH7
ENST00000413230.6	1.30619752877097e-14	4.01091544829409e-13	3.60501718213058	2.15125	Breast_Mammary_Tissue	0.744830943349166	protein_coding	DPY19L2
ENST00000414589.1	3.3737724440227e-05	0.000221085758482605	0.137113402061856	0.206726190476191	Breast_Mammary_Tissue	-0.592351584401909	protein_coding	TRAF2
ENST00000415491.6	0.00188961565210011	0.00763264173523908	0.732955326460481	0.406011904761905	Breast_Mammary_Tissue	0.852203239347929	protein_coding	LGALS12
ENST00000416521.6	2.55794702002929e-16	1.00686974983032e-14	0.0263230240549828	0.139345238095238	Breast_Mammary_Tissue	-2.40426655731658	lincRNA	LINC01198
ENST00000417112.1	8.82799354130423e-29	1.26283371023779e-26	0.0303436426116838	0.143988095238095	Breast_Mammary_Tissue	-2.24648334646098	lincRNA	LINP1
ENST00000418473.6	1.02719084482391e-11	2.19071792905171e-10	19.8408591065292	11.6757142857143	Breast_Mammary_Tissue	0.764963683122181	protein_coding	AGTR1
ENST00000419282.2	5.06767900398132e-09	7.3569151877105e-08	0.102268041237113	0.216785714285714	Breast_Mammary_Tissue	-1.08391431599833	protein_coding	CD6
ENST00000419354.5	9.40614873584069e-06	7.10000802261334e-05	0.121855670103093	0.201666666666667	Breast_Mammary_Tissue	-0.726799258563033	protein_coding	DLG1
ENST00000420661.6	7.6176548458438e-05	0.000458701700932997	0.151718213058419	0.0320833333333333	Breast_Mammary_Tissue	2.2414983396538	protein_coding	ERICH3
ENST00000420912.1	2.22574161776247e-10	3.88511148457646e-09	0.599725085910653	0.188333333333333	Breast_Mammary_Tissue	1.67101295377418	lincRNA	AC004947.2
ENST00000422780.3	4.21917483164803e-07	4.36427872797455e-06	0.156013745704467	0.0820833333333333	Breast_Mammary_Tissue	0.926511920534774	lincRNA	RP11-20D14.6
ENST00000424488.5	1.51181084936684e-05	0.000108528404302772	0.140927835051546	0.2225	Breast_Mammary_Tissue	-0.658848745547464	protein_coding	NGEF
ENST00000425263.5	3.8782774375433e-06	3.16357401546474e-05	0.0700343642611684	0.122559523809524	Breast_Mammary_Tissue	-0.807347698595964	protein_coding	PREPL
ENST00000426023.1	5.51616868017496e-15	1.78742150879702e-13	0.891993127147765	1.51815476190476	Breast_Mammary_Tissue	-0.767214368468157	lincRNA	RP11-400K9.4
ENST00000426962.1	1.15423114230096e-10	2.12212089329002e-09	0.395601374570447	0.699047619047619	Breast_Mammary_Tissue	-0.821343296232439	lincRNA	LINC01238
ENST00000427868.6	5.80579714078678e-13	1.43675106458711e-11	0.866116838487973	1.35345238095238	Breast_Mammary_Tissue	-0.644010567906702	lincRNA	LINC00665
ENST00000429456.1	4.76644411732087e-13	1.19466644222594e-11	0.605292096219932	1.0760119047619	Breast_Mammary_Tissue	-0.829990621779538	lincRNA	LINC01238
ENST00000429553.5	7.81775783925057e-07	7.6038390924054e-06	1.93357388316151	1.28095238095238	Breast_Mammary_Tissue	0.594053046933497	protein_coding	SH2D3C
ENST00000429904.6	2.62857618552288e-14	7.86561190208758e-13	1.51907216494845	2.56869047619048	Breast_Mammary_Tissue	-0.757842649815452	protein_coding	TMEM176B
ENST00000430908.6	6.5689029967838e-37	2.14036755978539e-34	0.805670103092784	4.81886904761904	Breast_Mammary_Tissue	-2.58043347056307	lincRNA	LINC02095
ENST00000431981.2	4.0241643206649e-10	6.7433496401999e-09	0.164536082474227	0.287619047619048	Breast_Mammary_Tissue	-0.805755222511101	lincRNA	RP11-112J3.16
ENST00000432964.1	0.000362590972626408	0.00182227596782681	0.213127147766323	0.351428571428571	Breast_Mammary_Tissue	-0.721517115577297	lincRNA	RP4-669L17.10
ENST00000436318.6	2.55699624091735e-21	1.54606009824539e-19	0.152714776632302	1.03827380952381	Breast_Mammary_Tissue	-2.76527538708077	protein_coding	MUC15
ENST00000436592.5	4.48054721433287e-06	3.60472008395916e-05	0.219312714776632	0.430357142857143	Breast_Mammary_Tissue	-0.972544958688692	lincRNA	LINC01554
ENST00000436710.5	1.95948094193692e-10	3.46155292905422e-09	0.146116838487972	0.259404761904762	Breast_Mammary_Tissue	-0.828082519714325	lincRNA	LINC01503
ENST00000437372.2	1.14639995374515e-25	1.13959927605344e-23	0.027319587628866	0.15297619047619	Breast_Mammary_Tissue	-2.48529951403905	lincRNA	AC012485.2
ENST00000438167.7	7.87999357995995e-08	9.02659420829397e-07	0.0562199312714776	0.158988095238095	Breast_Mammary_Tissue	-1.49976514782289	protein_coding	PLA2G10
ENST00000439858.5	3.52651664675514e-17	1.54350896516559e-15	1.49034364261168	3.30803571428571	Breast_Mammary_Tissue	-1.15032978537961	protein_coding	TMEM125
ENST00000440901.4	2.92173245568541e-08	3.68515287152579e-07	0.508144329896908	0.325059523809524	Breast_Mammary_Tissue	0.644534404788601	protein_coding	FGF12
ENST00000441439.6	1.47547777298016e-06	1.32519946200623e-05	0.578041237113402	0.300119047619048	Breast_Mammary_Tissue	0.945637532199407	protein_coding	LMO3
ENST00000444037.1	3.10387633640276e-32	6.50151239750077e-30	0.82446735395189	2.59494047619048	Breast_Mammary_Tissue	-1.65416717164609	lincRNA	RP11-430C7.5
ENST00000444304.2	1.70029505268334e-13	4.60176211136063e-12	1.20323024054983	0.682857142857143	Breast_Mammary_Tissue	0.817257035407145	protein_coding	C1QTNF7
ENST00000447264.2	3.55805959303329e-09	5.29645165308128e-08	2.6933676975945	1.71630952380952	Breast_Mammary_Tissue	0.650101443746535	protein_coding	NOSTRIN
ENST00000447660.3	0.000167015026452538	0.00092062324261667	2.73048109965636	1.80494047619048	Breast_Mammary_Tissue	0.59720391022203	protein_coding	AQP7
ENST00000448494.1	1.00222956315945e-16	4.19862599137869e-15	9.24817869415807	16.048869047619	Breast_Mammary_Tissue	-0.795230456130077	lincRNA	LINC00342
ENST00000455564.3	2.40086170465903e-13	6.3143739452131e-12	1.84189003436426	1.03583333333333	Breast_Mammary_Tissue	0.830395040789544	protein_coding	ARHGEF15
ENST00000457157.2	3.35881946681044e-13	8.6781833360543e-12	0.751718213058419	1.26172619047619	Breast_Mammary_Tissue	-0.747134998568126	lincRNA	LINC01436
ENST00000459673.1	3.93267430029141e-09	5.82452898262857e-08	0.0535051546391752	0.177619047619048	Breast_Mammary_Tissue	-1.73103651130573	protein_coding	CDHR1
ENST00000461944.1	4.46749294603415e-07	4.54893161952957e-06	0.064914089347079	0.13827380952381	Breast_Mammary_Tissue	-1.09092437254996	protein_coding	NGEF
ENST00000462545.5	9.56090723025846e-07	9.04430982346223e-06	0.189278350515464	0.302440476190476	Breast_Mammary_Tissue	-0.676141824792272	protein_coding	SPEG
ENST00000462858.5	1.69593917869355e-14	5.12715633146272e-13	1.18223367697594	0.733809523809524	Breast_Mammary_Tissue	0.688037688774636	protein_coding	KIF17
ENST00000463380.1	2.82976861783833e-33	6.14688627541549e-31	0.150446735395189	0.564702380952381	Breast_Mammary_Tissue	-1.90823791277603	protein_coding	ATP6V1B1
ENST00000463447.5	2.83757692421832e-43	2.37748409436292e-40	8.14621993127148	67.47	Breast_Mammary_Tissue	-3.05004349204269	protein_coding	KRT15
ENST00000464150.2	0.000879330927799064	0.00395532631434664	0.453058419243986	0.245297619047619	Breast_Mammary_Tissue	0.885163858773196	protein_coding	GLDN
ENST00000464294.1	7.66883729439337e-18	3.48664579314861e-16	2.61113402061856	4.29386904761905	Breast_Mammary_Tissue	-0.71760168506341	protein_coding	PLXNB1
ENST00000464689.1	1.39035821948199e-26	1.43060543109857e-24	1.3107560137457	3.01654761904762	Breast_Mammary_Tissue	-1.20249919189419	protein_coding	CMTM7
ENST00000465440.1	8.62242738801052e-12	1.84564002301758e-10	0.730274914089346	1.16386904761905	Breast_Mammary_Tissue	-0.672417164921788	protein_coding	TBX19
